original_row_num,url,crawl_time,crawl_status,error_msg,api,package,language,deprecated_in,removed_in,replaced_by,change_type,reason,source
345,https://wg21.link/lwg2800,2025-11-03 17:11:24,success,,swap,utility,C++,,,,Behavior Change,"The `swap` function is critical in the standard library, and marking it as `constexpr` enables more widespread support for `constexpr` in libraries. This allows improved performance and functionality by enabling compile-time computation for these functions.",Library Active Issues List (Issue 2800: constexpr swap)
348,https://wg21.link/lwg3200,2025-11-03 17:11:26,success,,midpoint,numeric.ops.midpoint,C++,,,,Behavior Change,Constraints on type T being a complete object type were deemed inconsistent with library precedent and impractical to implement. The requirement was modified to mandate T as a complete type.,https://cplusplus.github.io/LWG/issue3200
347,https://wg21.link/lwg3094,2025-11-03 17:11:26,success,,"operator<< for basic_ostream<charT, traits>& with duration<Rep, Period>",<chrono>,C++,,,,Behavior Change,To ensure proper handling of unit suffix representations when the encoding for 'charT' does not support the character 'U+00B5' (µ). The original behavior was deemed confusing and provided unnecessary recommendations about encoding methods.,https://isocpp.org/files/papers/N4741.pdf (relevant wording is tied to this version of the standard)
349,https://wg21.link/lwg3286,2025-11-03 17:11:27,success,,ranges::size,std::ranges,C++,C++20,,,Behavior Change,"On input ranges, calling ranges::size after ranges::begin violates the precondition as ranges::begin is not guaranteed to be equality-preserving. The change addresses this issue by modifying the effects clause to ensure compatibility.",https://cplusplus.github.io/LWG/issues/3286
350,https://wg21.link/lwg3368,2025-11-03 17:11:28,success,,ranges::size,C++ Standard Library,C++,,,,Behavior Change,The design intent was clarified to ensure consistent handling of ranges with member or non-member `size` methods. This change resolves erroneous interpretation regarding the opt-out of range sizing by specializing `disable_sized_range`. The adjustments ensure arrays and ranges whose iterator and sentinel model `sized_sentinel_for` cannot opt out incorrectly through `disable_sized_range`.,https://cplusplus.github.io/LWG/issue3368
351,https://wg21.link/lwg2808,2025-11-03 17:11:28,success,,fpos,,C++,,,,Behavior Change,"The requirements and semantics of `stateT`, the type used to instantiate the `fpos` class template, were unclear. Specifically, the lack of clarity about whether `stateT` should be `CopyConstructible`, `CopyAssignable`, and `Destructible`, as well as issues with post-conditions in Table 108 ('Position type requirements') led to inconsistencies and ambiguities.",https://cplusplus.github.io/LWG/issue2808
352,https://wg21.link/lwg2989,2025-11-03 17:11:28,success,,"operator<<, operator>>",std::filesystem,C++,,,,Behavior Change,"To avoid unintended conversions to `path` during stream insertion and extraction, operations were modified to use 'hidden friends'—a technique that prevents implicit conversions.",https://cplusplus.github.io/LWG/lwg-active.html (Issue 2989)
353,https://wg21.link/lwg3096,2025-11-03 17:11:29,success,,filesystem::path::lexically_relative,filesystem,C++,,,,Behavior Change,"The function `path::lexically_relative` was inconsistent in handling paths with trailing slashes, dots, and equivalent paths that differed only in formatting. The final specification handled these edge cases incorrectly, leading to ambiguous results when determining relative path differences.",https://cplusplus.github.io/LWG/issues/3096
354,https://wg21.link/lwg3201,2025-11-03 17:11:30,success,,lerp,<cmath>,C++,,,,Behavior Change,"The overloads of `lerp` should be marked as `noexcept`, as per the Lakos Rule which states that the function does not have any undefined behavior or preconditions, implying it has a wide contract and cannot throw.",https://github.com/cplusplus/lwg/issues/3201
355,https://wg21.link/lwg3290,2025-11-03 17:11:32,success,,std::format,Standard Library,C++,,,,Behavior Change,"Clarification on how field width is measured across different Unicode representations, ensuring accurate and consistent application of field width rules.",https://cplusplus.github.io/LWG/issue3290
357,https://wg21.link/lwg2814,2025-11-03 17:11:34,success,,to_array,fund.ts.v2,C++,,,,Parameter Change,"Support for rvalue arrays was added to address user issues with uniform initialization and narrowing conversions via braced-init-lists. Rvalue arrays can originate from C99 compound literals, moved arrays, or deduced types.",https://cplusplus.github.io/LWG/issue2814
359,https://wg21.link/lwg3100,2025-11-03 17:11:35,success,,span,Standard Library,C++,N/A,N/A,N/A,Behavior Change,"The initial wording describing 'empty span' was unnecessary and caused confusion as it implied there is only one form of an empty span, while `span` allows `empty()` to be true even with varying results of `data()`. The wording was clarified without changing the constructor behavior.",https://cplusplus.github.io/LWG/issues/3100
360,https://wg21.link/lwg3202,2025-11-03 17:11:35,success,,"unwrap_reference, unwrap_reference_t, unwrap_ref_decay, unwrap_ref_decay_t",std::functional,C++,,,,Behavior Change,The original implementation of P0318R1 did not reflect requested changes. Revision D0318R2 was created to address these changes and improve clarity in handling reference wrappers and decay types.,https://wg21.link/p0318r1
356,https://wg21.link/lwg3369,2025-11-03 17:11:33,success,,span,std,C++,,,,Behavior Change,To address unexpected behavior during class template argument deduction (CTAD) caused by the mismatch between constrained constructors and unconstrained deduction-guides when deducing template parameters.,https://cplusplus.github.io/LWG/lwg-active.html#3369
361,https://wg21.link/lwg3291,2025-11-03 17:11:35,success,,iota_view::iterator,std::ranges,C++,,,,Behavior Change,"Incorrect `iterator_category` specified in `iota_view::iterator`, causing `iota_view`'s iterators to falsely claim they are forward iterators or better, depending on the wrapped type's properties.",https://cplusplus.github.io/LWG/lwg-active.html (Issue 3291)
358,https://wg21.link/lwg2993,2025-11-03 17:11:35,success,,reference_wrapper,std (Standard Library),C++,,,,Behavior Change,"The deleted constructor inadvertently allowed implicit conversion sequences from temporary objects to reference_wrapper<T>, causing ambiguity in overload resolution and conditional expressions. This behavior interfered with the use of reference_wrapper as a proxy reference type.",https://cplusplus.github.io/LWG/lwg-active.html#2993
362,https://wg21.link/lwg3371,2025-11-03 17:11:37,success,,visit_format_arg and make_format_args,format,C++,,,,Behavior Change,"The functions visit_format_arg and make_format_args, previously marked as 'exposition only' friends, were unintentionally classified as introducing hidden friends under the blanket wording of P1965R0. This was deemed unnecessary, as the exposition-only declarations were meant for interacting with private data members but did not need hidden friend status.",https://cplusplus.github.io/LWG/issue3371
363,https://wg21.link/lwg2816,2025-11-03 17:11:39,success,,resize_file,filesystem,C++,,,,Behavior Change,The original postcondition was impossible for implementations to satisfy due to file system races. The behavior was clarified to specify the effects rather than a strict postcondition.,https://cplusplus.github.io/LWG/issues/2816
365,https://wg21.link/lwg3101,2025-11-03 17:11:41,success,,span,N/A (C++ Standard Library),C++,,,,Behavior Change,"To ensure safety and consistency, implicit conversions for span's container constructors were restricted: these conversions should only be permitted when absolutely known to be safe, as containers like vector do not have compile-time bounds information.",https://cplusplus.github.io/LWG/issues/3101
369,https://wg21.link/lwg2821,2025-11-03 17:11:42,success,,std::launder,Standard Library,C++,,,,Behavior Change,The use of `std::launder` without utilizing its return value is deemed pointless as the function carries no side effects. Marking it as `[[nodiscard]]` ensures developers account for its return value.,https://cplusplus.github.io/LWG/issue2821
366,https://wg21.link/lwg3206,2025-11-03 17:11:41,success,,year_month_day conversion to sys_days,time.cal.ymd.members,C++,,,,Behavior Change,"The original implementation used the 'day' member function on 'sys_days', which does not exist. A correction was required to make the API functional.",https://cplusplus.github.io/LWG/issues/3206
364,https://wg21.link/lwg2995,2025-11-03 17:11:39,success,,basic_stringbuf default constructor,Standard Template Library (STL),C++,,,,Behavior Change,"The default constructor of `basic_stringbuf` unnecessarily forbids the use of the Small String Optimization (SSO) buffer, which causes pessimization in implementations that could otherwise use the string's initial capacity directly without invoking the overflow virtual function. This restriction was removed to allow efficient initialization and usage.",https://cplusplus.github.io/LWG/lwg-issues.html (Issue 2995)
368,https://wg21.link/lwg3372,2025-11-03 17:11:42,success,,vformat_to,format,C++,,,,Behavior Change,"The original implementation of `vformat_to` deduced the `Out` type from both the first and last arguments. This was deemed unnecessary and prevented the use of `format-arg-store` arguments directly. To simplify deducing behavior and allow broader usage, the decision was made to deduce the `Out` type from the first argument only.",https://isocpp.org/std/standing-documents/sd-6 (Library Working Group Issues List)
367,https://wg21.link/lwg3292,2025-11-03 17:11:41,success,,iota_view,std::ranges,C++,,,,Parameter Change,"The initial constraint requiring `weakly_incrementable` was insufficient due to the need to copy `W` into its iterator and use it in `operator*()`. The change ensures that `W` also satisfies `semiregular`, enhancing compatibility and functionality.",https://wg21.link/P1207R4
